"samples"	"ROW_TOTALS"	"total"	"contam"	"prop_c"	"sample_mass"	"PlotNum"	"PlotCond"	"herb.dmg"	"stem.tx"	"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas19"	"Brevundimonas"	"Hymenobacter2"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"	"ROW_TOTALS_1perc"
"66"	"NPB13_033_TD"	1378	18075	16697	0.9238	0.0978	33	"SA"	1	"SATX"	0	881	0	485	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378
"67"	"NPB13_017_CD"	1593	11468	9875	0.8611	0.0596	17	"JA"	1	"MC"	1037	472	0	1	6	0	4	9	1	3	12	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	6	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1592
"68"	"NPB13_008_CU"	1650	9456	7806	0.8255	0.08	8	"SA"	0	"MC"	713	105	0	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	0	0	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870
"69"	"NPB13_058_CD"	1704	10000	8296	0.8296	0.092	58	"M"	1	"MC"	215	613	0	24	6	10	117	11	0	0	87	5	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	15	27	0	3	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	9	0	26	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1242
"70"	"NPB13_039_CU"	1709	12703	10994	0.8655	0.0582	39	"M"	0	"MC"	1	1684	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702
"71"	"NPB13_035_TU"	1745	11572	9827	0.8492	0.0854	35	"M"	0	"MC"	17	1707	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743
"72"	"NPB13_056_TU"	1804	12986	11182	0.8611	0.086	56	"SA"	0	"SATX"	70	322	0	118	6	17	54	0	0	6	10	8	123	0	0	5	0	0	0	0	0	0	0	0	676	0	0	9	0	0	0	0	0	0	3	0	0	0	4	56	0	0	3	0	0	1	0	22	1	0	0	13	0	14	0	0	0	0	0	0	0	0	0	58	0	0	7	0	0	0	1606
"73"	"NPB13_050_TU"	1835	9177	7342	0.8	0.075	50	"M"	0	"MC"	23	1681	0	4	1	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	1774
"74"	"NPB13_018_TD"	1857	2950	1093	0.3705	0.0843	18	"M"	1	"MC"	1	19	0	0	0	0	0	0	0	3	0	1	1139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1167
"75"	"NPB13_010_TU"	2077	11241	9164	0.8152	0.0636	10	"M"	0	"MC"	371	393	0	313	1	0	0	0	0	345	0	19	23	0	0	329	1	0	0	0	0	0	0	10	20	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10	10	0	0	1	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1857
"76"	"NPB13_041_CU"	2093	9804	7711	0.7865	0.095	41	"M"	0	"MC"	1113	566	0	6	23	1	1	1	0	8	130	3	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	28	0	0	9	2	0	5	1	0	0	0	0	0	0	4	5	0	0	0	0	7	0	0	141	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2072
"77"	"NPB13_043_CU"	2211	7256	5045	0.6953	0.0935	43	"M"	0	"MC"	1444	674	0	1	4	0	2	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	0	29	1	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2203
"78"	"NPB13_018_TU"	2395	8395	6000	0.7147	0.0205	18	"M"	0	"MC"	6	2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2389
"79"	"NPB13_021_CU"	2658	11630	8972	0.7715	0.0959	21	"SA"	0	"MC"	0	2633	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657
"80"	"NPB13_032_TD"	2672	13388	10716	0.8004	0.0868	32	"SA"	1	"SATX"	50	600	0	638	0	0	1	0	0	58	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1361
"81"	"NPB13_032_TU"	3052	20597	17545	0.8518	0.0893	32	"SA"	0	"SATX"	13	2902	0	38	25	0	1	0	0	9	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3015
"82"	"NPB13_015_TD"	3183	15659	12476	0.7967	0.0841	15	"M"	1	"MC"	180	2295	0	158	81	1	5	4	2	140	102	0	1	0	0	44	7	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	18	17	3	0	0	0	8	0	4	12	9	1	0	0	17	3	0	16	10	0	12	10	0	0	0	0	0	6	0	0	1	0	0	2	1	0	3182
"83"	"NPB13_027_TU"	3371	8907	5536	0.6215	0.0738	27	"JA"	0	"JATX"	528	2304	1	194	101	8	4	1	0	68	25	2	2	0	0	40	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	6	0	0	7	0	0	0	0	7	0	0	4	2	1	0	0	13	17	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	2	6	0	3369
"84"	"NPB13_050_CU"	3387	10876	7489	0.6886	0.073	50	"M"	0	"MC"	45	2052	0	12	1	0	0	40	0	12	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	11	0	0	0	407	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	3348
"85"	"NPB13_042_CU"	3387	14590	11203	0.7679	0.0839	42	"SA"	0	"MC"	2458	53	0	2	11	6	0	0	0	0	1	5	22	0	2	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	666	0	0	0	0	5	0	0	0	0	0	0	3	0	0	90	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3357
"86"	"NPB13_040_CD"	3613	8736	5123	0.5864	0.0716	40	"SA"	1	"MC"	11	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
"87"	"NPB13_008_CD"	3714	10667	6953	0.6518	0.037	8	"SA"	1	"MC"	88	1005	1	0	0	0	0	0	0	115	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383
"88"	"NPB13_057_CU"	3824	10553	6729	0.6376	0.014	57	"M"	0	"MC"	17	3549	0	12	0	0	0	0	0	218	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3824
"89"	"NPB13_011_CU"	3830	12953	9123	0.7043	0.0856	11	"SA"	0	"MC"	784	298	0	14	0	0	51	351	0	81	0	5	35	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1686	24	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3402
"90"	"NPB13_002_CD"	4119	9842	5723	0.5815	0.079	2	"SA"	1	"MC"	0	7	0	0	3	0	0	0	7	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146
"91"	"NPB13_038_TD"	4194	18063	13869	0.7678	0.0826	38	"JA"	1	"JATX"	102	443	0	1	1	0	1	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559
"92"	"NPB13_051_TD"	4399	6464	2065	0.3195	0.081	51	"SA"	1	"SATX"	4	1276	0	314	127	0	0	0	0	700	10	0	3	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	7	0	0	0	0	6	0	0	0	18	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2767
"93"	"NPB13_060_TU"	4438	10485	6047	0.5767	0.111	60	"SA"	0	"SATX"	3373	115	0	3	459	14	1	0	0	3	28	5	59	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	76	1	0	0	4	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4188
"94"	"NPB13_019_CD"	4541	21394	16853	0.7877	0.0891	19	"JA"	1	"MC"	261	4121	0	15	12	0	1	1	0	31	5	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	34	0	0	0	1	0	0	6	0	1	0	1	1	0	0	8	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4530
"95"	"NPB13_002_TD"	4638	13597	8959	0.6589	0.091	2	"SA"	1	"SATX"	10	270	0	2399	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2693
"96"	"NPB13_021_TU"	4946	18570	13624	0.7337	0.0863	21	"SA"	0	"SATX"	81	4730	1	0	3	16	21	7	0	6	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	15	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4942
"97"	"NPB13_028_TU"	5135	18041	12906	0.7154	0.0771	28	"M"	0	"MC"	2211	1820	0	16	110	109	340	124	0	19	84	6	1	0	0	15	69	0	0	0	0	0	0	0	0	0	3	0	13	0	0	8	22	0	0	5	0	0	0	0	0	0	0	2	0	2	0	0	19	0	0	59	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	7	11	0	5086
"98"	"NPB13_011_TD"	5390	9362	3972	0.4243	0.0783	11	"SA"	1	"SATX"	57	983	0	392	0	0	0	0	0	606	0	2	103	0	0	116	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296
"99"	"NPB13_021_CD"	5493	10050	4557	0.4534	0.0323	21	"SA"	1	"MC"	6	3570	0	6	304	22	1	0	0	450	124	0	2	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0	1	26	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4580
"100"	"NPB13_033_CD"	5574	8396	2822	0.3361	0.0899	33	"SA"	1	"MC"	3730	703	2	2	1	7	0	0	0	35	1	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	52	12	0	0	0	0	10	0	0	0	0	64	26	0	0	0	0	8	0	0	0	7	0	14	0	224	0	0	0	0	605	0	0	4	0	0	2	0	0	5543
"101"	"NPB13_031_TD"	5643	12717	7074	0.5563	0.0834	31	"M"	1	"MC"	112	4337	0	923	14	0	0	0	0	156	71	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5638
"102"	"NPB13_008_TD"	5779	11880	6101	0.5136	0.049	8	"SA"	1	"SATX"	292	3010	0	59	159	0	65	22	5	102	7	6	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	4	0	0	0	0	0	4	1	1	0	3	18	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3883
"103"	"NPB13_031_CD"	5903	12080	6177	0.5113	0.0858	31	"M"	1	"MC"	3	677	0	653	51	0	0	0	0	107	0	0	0	0	0	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561
"104"	"NPB13_009_CD"	5983	9276	3293	0.355	0.0858	9	"M"	1	"MC"	342	2528	0	25	13	0	4	2	0	635	1	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	1	0	0	1	0	0	0	0	15	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3605
"105"	"NPB13_028_CU"	6180	18830	12650	0.6718	0.0848	28	"M"	0	"MC"	381	5430	0	5	26	0	18	13	0	68	13	7	9	0	0	12	2	0	0	2	0	0	0	0	0	0	7	0	5	3	1	8	12	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	35	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	4	0	0	6089
"106"	"NPB13_029_CU"	6200	12275	6075	0.4949	0.0919	29	"JA"	0	"MC"	20	6113	1	3	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6187
"107"	"NPB13_029_TD"	6208	13323	7115	0.534	0.0418	29	"JA"	1	"JATX"	64	1178	1	7	97	0	1	0	0	82	2	13	1266	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	15	0	0	0	0	0	0	0	1	2	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2748
"108"	"NPB13_006_TD"	6309	7768	1459	0.1878	0.121	6	"JA"	1	"JATX"	986	4714	0	2	80	26	194	0	34	4	43	4	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	2	1	8	1	0	0	0	9	0	1	0	0	0	0	0	11	0	10	0	0	26	3	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	4	0	6185
"109"	"NPB13_050_CD"	6350	14047	7697	0.5479	0.065	50	"M"	1	"MC"	8	263	0	14	0	0	0	0	0	25	0	16	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334
"110"	"NPB13_028_CD"	6387	14857	8470	0.5701	0.0964	28	"M"	1	"MC"	756	3938	0	715	73	15	202	3	15	129	96	1	2	0	0	41	81	0	0	0	0	0	0	0	26	0	2	0	1	0	0	5	16	0	111	2	0	0	0	5	4	0	0	22	0	9	0	0	34	10	0	46	4	0	2	0	0	0	0	0	2	2	0	0	1	0	0	5	5	0	6381
"111"	"NPB13_056_TD"	6459	13237	6778	0.512	0.058	56	"SA"	1	"SATX"	892	202	1	661	27	0	7	0	0	34	0	186	2287	0	2	679	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	26	4	0	0	0	4	0	2	0	0	1	2	4	0	0	1	0	0	0	0	0	2	0	0	0	1	19	0	5120
"112"	"NPB13_030_TU"	6483	12643	6160	0.4872	0.0713	30	"SA"	0	"SATX"	30	6375	0	3	2	0	5	0	0	3	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	6	29	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6470
"113"	"NPB13_028_TD"	6530	10420	3890	0.3733	0.0804	28	"M"	1	"MC"	392	3040	0	138	456	30	826	3	0	292	270	3	7	4	1	122	157	0	0	0	0	0	0	0	57	0	0	0	2	4	0	56	144	0	18	58	0	4	0	7	39	0	11	27	11	43	19	0	77	28	0	86	14	0	9	13	16	0	0	2	1	1	0	1	10	0	0	6	8	0	6513
"114"	"NPB13_019_CU"	6547	11426	4879	0.427	0.0898	19	"JA"	0	"MC"	103	6228	0	24	3	0	0	0	0	12	54	3	8	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	22	29	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	6533
"115"	"NPB13_044_TD"	6922	10985	4063	0.3699	0.087	44	"JA"	1	"JATX"	586	3729	0	265	254	147	57	1	0	158	227	92	3	0	0	229	35	0	0	0	0	0	0	0	0	0	0	8	3	0	0	39	1	0	0	24	0	0	0	0	0	0	1	20	8	7	4	0	50	4	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5965
"116"	"NPB13_060_CD"	7084	19224	12140	0.6315	0.66	60	"SA"	1	"MC"	1	335	0	2	0	0	0	0	0	72	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414
"117"	"NPB13_032_CD"	7456	13868	6412	0.4624	0.0961	32	"SA"	1	"MC"	981	5446	0	18	156	3	204	0	8	17	162	0	0	0	0	6	249	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	2	0	0	16	1	6	0	0	43	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7349
"118"	"NPB13_016_CD"	7842	10142	2300	0.2268	NA	16	"M"	1	"MC"	99	6708	0	98	11	0	5	0	0	21	149	5	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	1	0	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7162
"119"	"NPB13_010_CD"	7855	9560	1705	0.1783	0.0787	10	"M"	1	"MC"	18	1796	0	3456	1	0	0	0	0	1183	0	7	32	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6548
"120"	"NPB13_035_TD"	8196	8775	579	0.066	0.0859	35	"M"	1	"MC"	7	7087	0	316	77	0	0	0	0	560	22	0	3	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	3	1	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8161
"121"	"NPB13_001_CD"	8292	9359	1067	0.114	0.118	1	"JA"	1	"MC"	354	1594	1	195	7	6	4	0	0	3921	0	11	5	0	1	0	0	0	0	0	0	0	0	11	1107	0	0	256	2	0	0	1	0	0	0	0	0	0	0	63	0	0	0	22	1	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	4	0	0	7584
"122"	"NPB13_027_CD"	8576	8641	65	0.0075	0.0821	27	"JA"	1	"MC"	0	6466	0	882	166	0	0	0	0	903	2	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8543
"123"	"NPB13_039_TD"	8615	17786	9171	0.5156	0.0763	39	"M"	1	"MC"	581	4467	0	67	60	0	28	9	102	329	47	2	19	0	0	7	0	0	0	0	0	0	0	0	12	0	2	0	16	2	0	13	0	0	0	5	0	0	0	0	0	0	0	13	3	0	0	0	26	2	0	9	1	0	4	1	0	0	0	0	0	1	0	0	1	0	0	7	0	0	5836
"124"	"NPB13_042_TD"	8639	10626	1987	0.187	0.0389	42	"SA"	1	"SATX"	75	33	0	6404	0	0	46	0	0	320	0	37	253	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7198
"125"	"NPB13_030_TD"	8768	9381	613	0.0653	0.0728	30	"SA"	1	"SATX"	6	8438	0	0	7	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8483
"126"	"NPB13_044_CD"	8922	10290	1368	0.1329	0.0972	44	"JA"	1	"MC"	123	5682	0	1253	2	0	0	0	0	191	5	13	585	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	12	0	0	41	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7941
"127"	"NPB13_051_CD"	9248	11256	2008	0.1784	0.096	51	"SA"	1	"MC"	2	4315	0	2049	126	0	1	1	0	831	37	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	35	0	0	0	10	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7727
"128"	"NPB13_056_CD"	9306	14893	5587	0.3751	0.073	56	"SA"	1	"MC"	343	917	0	42	12	0	0	0	0	3688	0	2	406	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5434
"129"	"NPB13_019_TU"	9350	16335	6985	0.4276	0.0824	19	"JA"	0	"JATX"	5751	2344	0	9	51	146	161	75	0	25	141	0	8	0	0	5	23	0	0	0	0	0	0	0	0	0	16	3	196	11	1	27	6	0	0	4	7	58	0	0	0	2	4	37	0	6	0	0	20	45	4	28	0	0	12	0	1	0	0	0	0	0	0	0	3	0	0	18	58	0	9306
"130"	"NPB13_039_CD"	9581	16422	6841	0.4166	0.0713	39	"M"	1	"MC"	217	3901	0	612	1	0	2	4	0	62	29	74	110	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	188	4	0	0	0	0	19	1	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5267
"131"	"NPB13_037_TD"	9801	12309	2508	0.2038	0.0972	37	"SA"	1	"SATX"	1014	7722	0	4	75	3	42	4	0	3	42	1	1	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	16	1	0	89	0	0	0	26	0	1	0	1	0	1	6	43	0	2	0	2	61	0	0	21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	9208
"132"	"NPB13_015_CD"	9927	10680	753	0.0705	0.0871	15	"M"	1	"MC"	246	8925	0	27	44	0	15	0	1	31	2	0	16	0	0	310	7	5	0	0	0	0	0	0	1	0	0	0	4	0	0	0	13	0	28	18	0	0	0	1	24	0	0	16	1	0	0	0	41	2	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	9791
"133"	"NPB13_010_TD"	10006	14254	4248	0.298	0.0902	10	"M"	1	"MC"	12	3123	0	1115	1	0	0	0	0	2155	0	0	0	0	0	203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6620
