leaf.id	leaf.tx	plant.tx	log.avg.g	n.doublings	doublings.day	r
22.6	s12	2	9.239079862	24.04770277	4.007950462	1.20651331
22.6	s02	2	6.0117724	13.32681945	2.221136574	0.6686287334
22.6	s04	2	5.402890117	11.30415628	1.884026047	0.5671483528
22.6	s06	2	5.394143335	11.2751001	1.879183351	0.5656905559
22.6	s09	2	5.358417735	11.15642223	1.859403705	0.5597362892
22.6	s10	2	4.914325858	9.681180947	1.613530158	0.4857209764
22.6	s07	2	4.900180241	9.634190221	1.60569837	0.4833633734
22.6	s08	2	4.883967494	9.580332642	1.596722107	0.480661249
22.6	s01	2	4.309139692	7.670796017	1.278466003	0.3848566153
22.6	s11	2	3.95645911	6.499216485	1.083202747	0.3260765184
35.1	s12	1	9.697660902	25.57107601	4.261846002	1.282943484
35.1	s05	1	8.263889004	20.80818886	3.468031477	1.043981501
35.1	s04	1	6.931223663	16.38117043	2.730195071	0.8218706105
35.1	s02	1	6.85503163	16.12806597	2.688010995	0.8091719383
35.1	s10	1	6.460852182	14.81863019	2.469771699	0.7434753637
35.1	s03	1	6.111375145	13.6576926	2.276282101	0.6852291909
35.1	s01	1	6.012438878	13.32903344	2.221505573	0.6687398131
35.1	s09	1	5.891344789	12.92676758	2.154461264	0.6485574649
35.1	s11	1	5.732444299	12.39891158	2.066485263	0.6220740498
35.1	s07	1	5.45848732	11.48884619	1.914807699	0.5764145533
35.1	s06	1	5.125279493	10.38195375	1.730325626	0.5208799156
35.5	s12	1	9.541901983	25.05365608	4.175609347	1.256983664
35.5	s10	1	7.237696637	17.39925161	2.899875268	0.8729494395
35.5	s05	1	6.696803943	15.60244497	2.600407496	0.7828006571
35.5	s02	1	6.478716594	14.87797448	2.479662414	0.7464527657
35.5	s04	1	6.414882722	14.66592295	2.444320492	0.735813787
35.5	s01	1	6.278487562	14.21282803	2.368804672	0.7130812603
35.5	s06	1	5.883783055	12.90164804	2.150274674	0.6472971758
35.5	s07	1	5.793062408	12.60028058	2.100046763	0.6321770681
35.5	s09	1	5.396678441	11.28352154	1.880586924	0.5661130734
35.5	s03	1	5.142100169	10.43783083	1.739638471	0.5236833615
35.5	s11	1	4.783759385	9.247448509	1.541241418	0.4639598974
35.5	s08	1	4.358475044	7.834684511	1.305780752	0.393079174
36.1	s12	3	7.934249741	19.71315094	3.285525156	0.9890416236
36.1	s05	3	7.007913083	16.63592717	2.772654528	0.8346521804
36.1	s01	3	6.863857468	16.15738477	2.692897462	0.8106429113
36.1	s10	3	6.774010965	15.85892115	2.643153525	0.7956684941
36.1	s02	3	6.520275121	15.01602892	2.502671487	0.7533791869
36.1	s04	3	6.355766218	14.46954217	2.411590362	0.7259610364
36.1	s11	3	5.989252152	13.2520088	2.208668134	0.6648753587
36.1	s07	3	5.869934397	12.8556438	2.1426073	0.6449890662
36.1	s08	3	5.719368076	12.35547331	2.059245551	0.6198946793
36.1	s06	3	5.415569361	11.34627582	1.89104597	0.5692615601
36.1	s09	3	4.959892357	9.832549578	1.638758263	0.4933153928
36.3	s03	1	9.176183427	23.83876534	3.973127557	1.196030571
36.3	s05	1	6.981909799	16.54954613	2.758257688	0.8303182998
36.3	s06	1	6.158515391	13.81428911	2.302381518	0.6930858984
36.3	s02	1	6.115865735	13.67261002	2.278768336	0.6859776224
36.3	s04	1	5.916277383	13.00959187	2.168265311	0.6527128972
36.3	s10	1	5.891760489	12.92814851	2.154691418	0.6486267482
36.3	s09	1	5.631211388	12.06262313	2.010437188	0.6052018979
36.3	s07	1	5.584769749	11.90834734	1.984724557	0.5974616248
36.3	s11	1	5.486816128	11.58295246	1.930492076	0.5811360213
36.3	s01	1	5.472656573	11.53591543	1.922652572	0.5787760955
36.3	s08	1	5.068750812	10.19416954	1.699028256	0.5114584686
36.4	s05	3	8.540607512	21.72742785	3.621237975	1.090101252
36.4	s12	3	7.755428382	19.11911924	3.186519874	0.9592380637
36.4	s02	3	6.695866182	15.5993298	2.5998883	0.7826443637
36.4	s07	3	6.064768267	13.50286791	2.250477984	0.6774613779
36.4	s03	3	5.932890888	13.06478073	2.177463456	0.6554818146
36.4	s04	3	5.778266311	12.55112901	2.091854834	0.6297110518
36.4	s08	3	5.379024858	11.22487761	1.870812935	0.5631708097
36.4	s06	3	5.151825908	10.47013903	1.745023172	0.525304318
36.4	s11	3	4.850744934	9.469969689	1.578328281	0.4751241557
36.4	s09	3	4.745543838	9.120499212	1.520083202	0.4575906397
36.5	s02	2	8.400681968	21.26260526	3.543767543	1.066780328
36.5	s03	2	7.758842411	19.1304604	3.188410066	0.9598070685
36.5	s05	2	7.68256984	18.8770884	3.1461814	0.9470949733
36.5	s10	2	6.734783437	15.72861012	2.62143502	0.7891305728
36.5	s07	2	6.06616694	13.5075142	2.251252366	0.67769449
36.5	s04	2	6.054280999	13.46802996	2.244671659	0.6757134999
36.5	s11	2	5.537796535	11.7523057	1.958717617	0.5896327558
36.5	s06	2	5.521034605	11.69662378	1.949437296	0.5868391008
36.5	s08	2	5.27083521	10.86547938	1.81091323	0.5451392017
36.5	s09	2	4.66446625	8.851165292	1.475194215	0.4440777083
36.6	s05	2	7.677462657	18.86012271	3.143353785	0.9462437762
36.6	s04	2	7.067900902	16.83520239	2.805867065	0.8446501504
36.6	s01	2	6.54197537	15.08811559	2.514685931	0.756995895
36.6	s08	2	6.0726922	13.52919064	2.254865107	0.6787820334
36.6	s11	2	5.997190291	13.27837873	2.213063122	0.6661983819
36.6	s10	2	5.923794841	13.03456432	2.172427387	0.6539658069
36.6	s12	2	5.450338942	11.46177787	1.910296312	0.5750564904
36.6	s06	2	5.354103647	11.14209114	1.85701519	0.5590172745
36.6	s07	2	5.002609394	9.974452505	1.662408751	0.500434899
36.6	s09	2	4.711384984	9.007025955	1.501170993	0.4518974974
37.4	s03	2	8.182679799	20.53841773	3.423069621	1.030446633
37.4	s02	2	7.464597365	18.15299951	3.025499919	0.9107662275
37.4	s10	2	6.974843146	16.52607122	2.754345203	0.8291405244
37.4	s05	2	6.872027347	16.18452452	2.697420754	0.8120045578
37.4	s11	2	6.356885867	14.47326157	2.412210261	0.7261476445
37.4	s06	2	5.987250021	13.24535787	2.207559644	0.6645416702
37.4	s01	2	5.804766148	12.63915956	2.106526594	0.6341276913
37.4	s04	2	5.798442234	12.61815197	2.103025329	0.6330737057
37.4	s09	2	4.861886854	9.506982343	1.584497057	0.4769811423
37.4	s07	2	4.726047539	9.055733909	1.509288985	0.4543412566
37.4	s08	2	3.859092186	6.175770562	1.029295094	0.3098486976
NA.OR.a	s12	2	8.803343777	22.60021883	3.766703139	1.13389063
NA.OR.a	s03	2	7.481246845	18.20830789	3.034717982	0.9135411409
NA.OR.a	s05	2	6.485391329	14.90014747	2.483357912	0.7475652215
NA.OR.a	s10	2	5.762613546	12.49913165	2.083188608	0.6271022576
NA.OR.a	s08	2	5.401027208	11.29796783	1.882994639	0.566837868
NA.OR.a	s04	2	5.289976709	10.92906606	1.82151101	0.5483294515
NA.OR.a	s09	2	5.270585974	10.86465143	1.810775239	0.5450976623
NA.OR.a	s06	2	5.011568458	10.00421387	1.667368979	0.5019280764
NA.OR.a	s02	2	4.455227207	8.15608824	1.35934804	0.4092045346
NA.OR.a	s07	2	4.428261315	8.066509483	1.344418247	0.4047102191
NA.OR.a	s01	2	4.313721322	7.686015863	1.281002644	0.3856202203
NA.OR.a	s11	2	3.104246058	3.668226003	0.6113710006	0.1840410097
NA.RED	s12	2	8.938547521	23.04935595	3.841559325	1.156424587
NA.RED	s03	2	7.890623969	19.56822926	3.261371543	0.9817706614
NA.RED	s05	2	6.540858913	15.0844068	2.5140678	0.7568098188
NA.RED	s04	2	6.197786213	13.94474396	2.324123993	0.6996310355
NA.RED	s01	2	5.589962208	11.92559632	1.987599386	0.5983270346
NA.RED	s02	2	5.307230361	10.98638145	1.831063576	0.5512050602
NA.RED	s10	2	5.278464168	10.89082223	1.815137038	0.5464106946
NA.RED	s09	2	4.854049264	9.480946433	1.580157739	0.4756748773
NA.RED	s07	2	4.837794169	9.426948177	1.571158029	0.4729656948
NA.RED	s11	2	4.454824532	8.15475058	1.359125097	0.409137422
